,row_id,engagement_score
1872,91070,4
1873,91071,4
1874,91072,4
1875,91073,2
1876,91074,2
1877,91075,3
1878,91076,2
1879,91077,1
1880,91078,3
1881,91079,2
1882,91080,3
1883,91081,4
1884,91082,3
1885,91083,3
1886,91084,3
1887,91085,4
1888,91086,3
1889,91087,3
1890,91088,4
1891,91089,3
1892,91090,4
1893,91091,3
1894,91092,4
1895,91093,3
1896,91094,3
1897,91095,4
1898,91096,2
1899,91097,4
1900,91098,3
1901,91099,3
1902,91100,2
1903,91101,3
1904,91102,4
1905,91103,4
1906,91104,4
1907,91105,3
1908,91106,4
1909,91107,3
1910,91108,4
1911,91109,3
1912,91110,2
1913,91111,3
1914,91112,2
1915,91113,3
1916,91114,4
1917,91115,3
1918,91116,3
1919,91117,4
1920,91118,2
1921,91119,3
1922,91120,2
1923,91121,3
1924,91122,3
1925,91123,4
1926,91124,3
1927,91125,4
1928,91126,3
1929,91127,3
1930,91128,3
1931,91129,3
1932,91130,3
1933,91131,4
1934,91132,4
1935,91133,4
1936,91134,3
1937,91135,2
1938,91136,3
1939,91137,3
1940,91138,3
1941,91139,3
1942,91140,3
1943,91141,4
1944,91142,4
1945,91143,3
1946,91144,2
1947,91145,3
1948,91146,2
1949,91147,4
1950,91148,3
1951,91149,2
1952,91150,4
1953,91151,3
1954,91152,2
1955,91153,2
1956,91154,4
1957,91155,3
1958,91156,3
1959,91157,4
1960,91158,3
1961,91159,4
1962,91160,4
1963,91161,3
1964,91162,4
1965,91163,4
1966,91164,3
1967,91165,3
1968,91166,4
1969,91167,3
1970,91168,3
1971,91169,3
1972,91170,3
1973,91171,3
1974,91172,4
1975,91173,4
1976,91174,2
1977,91175,3
1978,91176,3
1979,91177,3
1980,91178,3
1981,91179,3
1982,91180,2
1983,91181,3
1984,91182,2
1985,91183,3
1986,91184,3
1987,91185,3
1988,91186,3
1989,91187,2
1990,91188,4
1991,91189,3
1992,91190,2
1993,91191,3
1994,91192,3
1995,91193,4
1996,91194,3
1997,91195,3
1998,91196,2
1999,91197,4
2000,91198,3
2001,91199,2
2002,91200,3
2003,91201,2
2004,91202,3
2005,91203,3
2006,91204,3
2007,91205,4
2008,91206,3
2009,91207,4
2010,91208,3
2011,91209,3
2012,91210,4
2013,91211,4
2014,91212,3
2015,91213,4
2016,91214,4
2017,91215,3
2018,91216,3
2019,91217,2
2020,91218,3
2021,91219,2
2022,91220,3
2023,91221,3
2024,91222,3
2025,91223,3
2026,91224,4
2027,91225,3
2028,91226,3
2029,91227,3
2030,91228,2
2031,91229,3
2032,91230,3
2033,91231,3
2034,91232,3
2035,91233,4
2036,91234,4
2037,91235,3
2038,91236,3
2039,91237,3
2040,91238,3
2041,91239,3
2042,91240,2
2043,91241,3
2044,91242,4
2045,91243,3
2046,91244,4
2047,91245,3
2048,91246,2
2049,91247,4
2050,91248,4
2051,91249,3
2052,91250,3
2053,91251,3
2054,91252,3
2055,91253,3
2056,91254,4
2057,91255,4
2058,91256,3
2059,91257,3
2060,91258,3
2061,91259,3
2062,91260,3
2063,91261,3
2064,91262,3
2065,91263,3
2066,91264,3
2067,91265,4
2068,91266,3
2069,91267,3
2070,91268,3
2071,91269,4
2072,91270,3
2073,91271,3
2074,91272,4
2075,91273,4
2076,91274,4
2077,91275,3
2078,91276,3
2079,91277,4
2080,91278,3
2081,91279,3
2082,91280,4
2083,91281,4
2084,91282,4
2085,91283,3
2086,91284,2
2087,91285,3
2088,91286,3
2089,91287,3
2090,91288,3
2091,91289,3
2092,91290,3
2093,91291,3
2094,91292,3
2095,91293,4
2096,91294,3
2097,91295,4
2098,91296,3
2099,91297,3
2100,91298,3
2101,91299,3
2102,91300,3
2103,91301,4
2104,91302,3
2105,91303,3
2106,91304,3
2107,91305,3
2108,91306,3
2109,91307,3
2110,91308,4
2111,91309,3
2112,91310,3
2113,91311,3
2114,91312,3
2115,91313,3
2116,91314,3
2117,91315,4
2118,91316,4
2119,91317,4
2120,91318,3
2121,91319,3
2122,91320,4
2123,91321,4
2124,91322,3
2125,91323,2
2126,91324,3
2127,91325,3
2128,91326,3
2129,91327,3
2130,91328,4
2131,91329,4
2132,91330,2
2133,91331,4
2134,91332,3
2135,91333,3
2136,91334,3
2137,91335,3
2138,91336,3
2139,91337,4
2140,91338,3
2141,91339,3
2142,91340,3
2143,91341,3
2144,91342,4
2145,91343,4
2146,91344,3
2147,91345,3
2148,91346,3
2149,91347,3
2150,91348,2
2151,91349,3
2152,91350,3
2153,91351,4
2154,91352,3
2155,91353,3
2156,91354,4
2157,91355,4
2158,91356,2
2159,91357,3
2160,91358,3
2161,91359,4
2162,91360,3
2163,91361,4
2164,91362,3
2165,91363,3
2166,91364,2
2167,91365,4
2168,91366,4
2169,91367,4
2170,91368,3
2171,91369,3
2172,91370,4
2173,91371,2
2174,91372,2
2175,91373,2
2176,91374,3
2177,91375,4
2178,91376,3
2179,91377,3
2180,91378,4
2181,91379,3
2182,91380,4
2183,91381,3
2184,91382,4
2185,91383,2
2186,91384,4
2187,91385,4
2188,91386,4
2189,91387,3
2190,91388,4
2191,91389,4
2192,91390,2
2193,91391,3
2194,91392,4
2195,91393,2
2196,91394,4
2197,91395,4
2198,91396,2
2199,91397,3
2200,91398,4
2201,91399,4
2202,91400,3
2203,91401,2
2204,91402,3
2205,91403,4
2206,91404,3
2207,91405,3
2208,91406,2
2209,91407,3
2210,91408,4
2211,91409,3
2212,91410,3
2213,91411,4
2214,91412,1
2215,91413,4
2216,91414,3
2217,91415,4
2218,91416,3
2219,91417,4
2220,91418,3
2221,91419,4
2222,91420,3
2223,91421,4
2224,91422,3
2225,91423,3
2226,91424,3
2227,91425,4
2228,91426,2
2229,91427,3
2230,91428,3
2231,91429,3
2232,91430,4
2233,91431,3
2234,91432,2
2235,91433,3
2236,91434,4
2237,91435,3
2238,91436,2
2239,91437,4
2240,91438,3
2241,91439,2
2242,91440,4
2243,91441,3
2244,91442,3
2245,91443,3
2246,91444,3
2247,91445,3
2248,91446,2
2249,91447,2
2250,91448,3
2251,91449,3
2252,91450,2
2253,91451,3
2254,91452,4
2255,91453,4
2256,91454,4
2257,91455,4
2258,91456,3
2259,91457,3
2260,91458,3
2261,91459,3
2262,91460,3
2263,91461,3
2264,91462,2
2265,91463,2
2266,91464,3
2267,91465,3
2268,91466,3
2269,91467,3
2270,91468,3
2271,91469,2
2272,91470,4
2273,91471,2
2274,91472,3
2275,91473,3
2276,91474,3
2277,91475,3
2278,91476,4
2279,91477,3
2280,91478,3
2281,91479,4
2282,91480,4
2283,91481,3
2284,91482,3
2285,91483,3
2286,91484,3
2287,91485,3
2288,91486,3
2289,91487,3
2290,91488,2
2291,91489,3
2292,91490,4
2293,91491,4
2294,91492,2
2295,91493,3
2296,91494,3
2297,91495,4
2298,91496,4
2299,91497,3
2300,91498,3
2301,91499,4
2302,91500,3
2303,91501,4
2304,91502,2
2305,91503,2
2306,91504,4
2307,91505,3
2308,91506,2
2309,91507,3
2310,91508,4
2311,91509,3
2312,91510,3
2313,91511,4
2314,91512,3
2315,91513,4
2316,91514,3
2317,91515,3
2318,91516,3
2319,91517,4
2320,91518,4
2321,91519,3
2322,91520,3
2323,91521,4
2324,91522,4
2325,91523,4
2326,91524,3
2327,91525,2
2328,91526,2
2329,91527,3
2330,91528,3
2331,91529,3
2332,91530,3
2333,91531,2
2334,91532,4
2335,91533,4
2336,91534,3
2337,91535,3
2338,91536,3
2339,91537,3
2340,91538,4
2341,91539,4
2342,91540,3
2343,91541,4
2344,91542,4
2345,91543,3
2346,91544,2
2347,91545,3
2348,91546,3
2349,91547,3
2350,91548,3
2351,91549,2
2352,91550,3
2353,91551,4
2354,91552,3
2355,91553,3
2356,91554,3
2357,91555,4
2358,91556,3
2359,91557,3
2360,91558,3
2361,91559,3
2362,91560,3
2363,91561,2
2364,91562,3
2365,91563,3
2366,91564,2
2367,91565,3
2368,91566,3
2369,91567,3
2370,91568,4
2371,91569,4
2372,91570,2
2373,91571,3
2374,91572,3
2375,91573,3
2376,91574,4
2377,91575,3
2378,91576,3
2379,91577,4
2380,91578,3
2381,91579,4
2382,91580,4
2383,91581,3
2384,91582,3
2385,91583,4
2386,91584,3
2387,91585,4
2388,91586,2
2389,91587,1
2390,91588,4
2391,91589,3
2392,91590,2
2393,91591,3
2394,91592,3
2395,91593,4
2396,91594,3
2397,91595,3
2398,91596,3
2399,91597,4
2400,91598,4
2401,91599,3
2402,91600,3
2403,91601,3
2404,91602,2
2405,91603,2
2406,91604,2
2407,91605,3
2408,91606,3
2409,91607,4
2410,91608,4
2411,91609,4
2412,91610,3
2413,91611,2
2414,91612,3
2415,91613,4
2416,91614,2
2417,91615,4
2418,91616,3
2419,91617,3
2420,91618,3
2421,91619,3
2422,91620,3
2423,91621,3
2424,91622,3
2425,91623,2
2426,91624,3
2427,91625,4
2428,91626,4
2429,91627,3
2430,91628,4
2431,91629,3
2432,91630,4
2433,91631,1
2434,91632,3
2435,91633,4
2436,91634,3
2437,91635,4
2438,91636,2
2439,91637,4
2440,91638,4
2441,91639,4
2442,91640,3
2443,91641,3
2444,91642,3
2445,91643,3
2446,91644,4
2447,91645,3
2448,91646,2
2449,91647,3
2450,91648,2
2451,91649,2
2452,91650,2
2453,91651,3
2454,91652,3
2455,91653,3
2456,91654,4
2457,91655,3
2458,91656,3
2459,91657,3
2460,91658,3
2461,91659,4
2462,91660,4
2463,91661,4
2464,91662,4
2465,91663,3
2466,91664,2
2467,91665,3
2468,91666,3
2469,91667,2
2470,91668,3
2471,91669,2
2472,91670,3
2473,91671,3
2474,91672,2
2475,91673,3
2476,91674,3
2477,91675,3
2478,91676,3
2479,91677,3
2480,91678,3
2481,91679,3
2482,91680,3
2483,91681,2
2484,91682,3
2485,91683,3
2486,91684,4
2487,91685,3
2488,91686,3
2489,91687,4
2490,91688,3
2491,91689,4
2492,91690,4
2493,91691,3
2494,91692,3
2495,91693,3
2496,91694,3
2497,91695,3
2498,91696,3
2499,91697,3
2500,91698,3
2501,91699,2
2502,91700,2
2503,91701,3
2504,91702,3
2505,91703,3
2506,91704,3
2507,91705,4
2508,91706,3
2509,91707,4
2510,91708,4
2511,91709,3
2512,91710,4
2513,91711,3
2514,91712,3
2515,91713,3
2516,91714,3
2517,91715,3
2518,91716,3
2519,91717,4
2520,91718,3
2521,91719,3
2522,91720,4
2523,91721,2
2524,91722,4
2525,91723,4
2526,91724,2
2527,91725,3
2528,91726,2
2529,91727,3
2530,91728,3
2531,91729,4
2532,91730,4
2533,91731,3
2534,91732,4
2535,91733,4
2536,91734,4
2537,91735,3
2538,91736,3
2539,91737,4
2540,91738,4
2541,91739,3
2542,91740,3
2543,91741,3
2544,91742,4
2545,91743,4
2546,91744,4
2547,91745,3
2548,91746,4
2549,91747,2
2550,91748,4
2551,91749,3
2552,91750,3
2553,91751,4
2554,91752,4
2555,91753,4
2556,91754,3
2557,91755,4
2558,91756,4
2559,91757,3
2560,91758,2
2561,91759,1
2562,91760,2
2563,91761,4
2564,91762,3
2565,91763,2
2566,91764,3
2567,91765,3
2568,91766,4
2569,91767,2
2570,91768,4
2571,91769,3
2572,91770,2
2573,91771,2
2574,91772,3
2575,91773,3
2576,91774,4
2577,91775,3
2578,91776,3
2579,91777,4
2580,91778,3
2581,91779,4
2582,91780,3
2583,91781,3
2584,91782,3
2585,91783,4
2586,91784,3
2587,91785,3
2588,91786,3
2589,91787,3
2590,91788,2
2591,91789,3
2592,91790,3
2593,91791,2
2594,91792,4
2595,91793,4
2596,91794,4
2597,91795,4
2598,91796,3
2599,91797,3
2600,91798,3
2601,91799,2
2602,91800,3
2603,91801,2
2604,91802,3
2605,91803,3
2606,91804,3
2607,91805,3
2608,91806,4
2609,91807,2
2610,91808,3
2611,91809,4
2612,91810,3
2613,91811,4
2614,91812,3
2615,91813,3
2616,91814,2
2617,91815,3
2618,91816,3
2619,91817,3
2620,91818,3
2621,91819,4
2622,91820,2
2623,91821,3
2624,91822,3
2625,91823,3
2626,91824,4
2627,91825,3
2628,91826,3
2629,91827,3
2630,91828,3
2631,91829,3
2632,91830,3
2633,91831,3
2634,91832,3
2635,91833,3
2636,91834,4
2637,91835,2
2638,91836,3
2639,91837,4
2640,91838,3
2641,91839,3
2642,91840,3
2643,91841,2
2644,91842,3
2645,91843,3
2646,91844,4
2647,91845,4
2648,91846,3
2649,91847,3
2650,91848,3
2651,91849,3
2652,91850,2
2653,91851,4
2654,91852,3
2655,91853,3
2656,91854,3
2657,91855,3
2658,91856,4
2659,91857,3
2660,91858,3
2661,91859,3
2662,91860,3
2663,91861,3
2664,91862,2
2665,91863,4
2666,91864,3
2667,91865,3
2668,91866,3
2669,91867,3
2670,91868,4
2671,91869,4
2672,91870,4
2673,91871,4
2674,91872,4
2675,91873,3
2676,91874,4
2677,91875,3
2678,91876,3
2679,91877,2
2680,91878,4
2681,91879,2
2682,91880,3
2683,91881,3
2684,91882,4
2685,91883,3
2686,91884,3
2687,91885,4
2688,91886,4
2689,91887,4
2690,91888,4
2691,91889,3
2692,91890,3
2693,91891,3
2694,91892,3
2695,91893,3
2696,91894,3
2697,91895,3
2698,91896,3
2699,91897,3
2700,91898,3
2701,91899,3
2702,91900,4
2703,91901,2
2704,91902,4
2705,91903,3
2706,91904,4
2707,91905,2
2708,91906,3
2709,91907,4
2710,91908,3
2711,91909,4
2712,91910,3
2713,91911,3
2714,91912,3
2715,91913,4
2716,91914,3
2717,91915,2
2718,91916,3
2719,91917,2
2720,91918,3
2721,91919,4
2722,91920,3
2723,91921,3
2724,91922,3
2725,91923,3
2726,91924,2
2727,91925,3
2728,91926,3
2729,91927,3
2730,91928,4
2731,91929,4
2732,91930,4
2733,91931,3
2734,91932,4
2735,91933,3
2736,91934,4
2737,91935,4
2738,91936,4
2739,91937,4
2740,91938,3
2741,91939,4
2742,91940,3
2743,91941,3
2744,91942,3
2745,91943,3
2746,91944,3
2747,91945,4
2748,91946,2
2749,91947,3
2750,91948,1
2751,91949,3
2752,91950,2
2753,91951,3
2754,91952,3
2755,91953,4
2756,91954,4
2757,91955,2
2758,91956,3
2759,91957,2
2760,91958,3
2761,91959,3
2762,91960,3
2763,91961,3
2764,91962,2
2765,91963,3
2766,91964,3
2767,91965,3
2768,91966,2
2769,91967,3
2770,91968,3
2771,91969,4
2772,91970,3
2773,91971,3
2774,91972,3
2775,91973,4
2776,91974,3
2777,91975,3
2778,91976,3
2779,91977,3
2780,91978,3
2781,91979,3
2782,91980,4
2783,91981,3
2784,91982,3
2785,91983,3
2786,91984,3
2787,91985,3
2788,91986,3
2789,91987,3
2790,91988,3
2791,91989,4
2792,91990,3
2793,91991,3
2794,91992,4
2795,91993,4
2796,91994,3
2797,91995,3
2798,91996,3
2799,91997,4
2800,91998,3
2801,91999,2
2802,92000,3
2803,92001,3
2804,92002,3
2805,92003,4
2806,92004,3
2807,92005,3
2808,92006,3
2809,92007,4
2810,92008,3
2811,92009,3
2812,92010,3
2813,92011,2
2814,92012,3
2815,92013,4
2816,92014,3
2817,92015,4
2818,92016,2
2819,92017,3
2820,92018,3
2821,92019,2
2822,92020,3
2823,92021,3
2824,92022,3
2825,92023,3
2826,92024,1
2827,92025,4
2828,92026,3
2829,92027,3
2830,92028,2
2831,92029,4
2832,92030,2
2833,92031,4
2834,92032,3
2835,92033,3
2836,92034,2
2837,92035,3
2838,92036,4
2839,92037,3
2840,92038,4
2841,92039,4
2842,92040,4
2843,92041,3
2844,92042,3
2845,92043,4
2846,92044,3
2847,92045,3
2848,92046,2
2849,92047,4
2850,92048,2
2851,92049,3
2852,92050,3
2853,92051,4
2854,92052,4
2855,92053,3
2856,92054,3
2857,92055,3
2858,92056,3
2859,92057,3
2860,92058,3
2861,92059,3
2862,92060,4
2863,92061,4
2864,92062,4
2865,92063,4
2866,92064,4
2867,92065,4
2868,92066,3
2869,92067,3
2870,92068,4
2871,92069,4
2872,92070,4
2873,92071,2
2874,92072,3
2875,92073,3
2876,92074,4
2877,92075,3
2878,92076,2
2879,92077,4
2880,92078,4
2881,92079,3
2882,92080,2
2883,92081,3
2884,92082,3
2885,92083,4
2886,92084,3
2887,92085,2
2888,92086,3
2889,92087,3
2890,92088,3
2891,92089,3
2892,92090,3
2893,92091,4
2894,92092,3
2895,92093,4
2896,92094,4
2897,92095,3
2898,92096,2
2899,92097,2
2900,92098,4
2901,92099,3
2902,92100,3
2903,92101,4
2904,92102,3
2905,92103,3
2906,92104,3
2907,92105,4
2908,92106,3
2909,92107,2
2910,92108,3
2911,92109,4
2912,92110,3
2913,92111,3
2914,92112,4
2915,92113,3
2916,92114,4
2917,92115,3
2918,92116,3
2919,92117,3
2920,92118,3
2921,92119,3
2922,92120,3
2923,92121,4
2924,92122,3
2925,92123,3
2926,92124,3
2927,92125,3
2928,92126,3
2929,92127,2
2930,92128,3
2931,92129,4
2932,92130,2
2933,92131,3
2934,92132,4
2935,92133,3
2936,92134,3
2937,92135,3
2938,92136,3
2939,92137,4
2940,92138,3
2941,92139,2
2942,92140,3
2943,92141,2
2944,92142,4
2945,92143,3
2946,92144,3
2947,92145,3
2948,92146,3
2949,92147,4
2950,92148,3
2951,92149,4
2952,92150,2
2953,92151,3
2954,92152,3
2955,92153,2
2956,92154,4
2957,92155,3
2958,92156,3
2959,92157,4
2960,92158,4
2961,92159,3
2962,92160,4
2963,92161,3
2964,92162,3
2965,92163,3
2966,92164,3
2967,92165,3
2968,92166,4
2969,92167,3
2970,92168,4
2971,92169,1
2972,92170,3
2973,92171,1
2974,92172,3
2975,92173,3
2976,92174,2
2977,92175,2
2978,92176,3
2979,92177,2
2980,92178,2
2981,92179,3
2982,92180,3
2983,92181,3
2984,92182,4
2985,92183,2
2986,92184,4
2987,92185,3
2988,92186,3
2989,92187,3
2990,92188,3
2991,92189,4
2992,92190,2
2993,92191,3
2994,92192,3
2995,92193,3
2996,92194,3
2997,92195,3
2998,92196,3
2999,92197,3
3000,92198,1
3001,92199,3
3002,92200,3
3003,92201,3
3004,92202,3
3005,92203,4
3006,92204,2
3007,92205,3
3008,92206,2
3009,92207,4
3010,92208,2
3011,92209,2
3012,92210,3
3013,92211,3
3014,92212,4
3015,92213,3
3016,92214,3
3017,92215,3
3018,92216,3
3019,92217,4
3020,92218,3
3021,92219,2
3022,92220,4
3023,92221,3
3024,92222,2
3025,92223,4
3026,92224,3
3027,92225,3
3028,92226,3
3029,92227,3
3030,92228,3
3031,92229,3
3032,92230,3
3033,92231,2
3034,92232,3
3035,92233,3
3036,92234,4
3037,92235,4
3038,92236,4
3039,92237,3
3040,92238,3
3041,92239,3
3042,92240,3
3043,92241,4
3044,92242,4
3045,92243,4
3046,92244,4
3047,92245,3
3048,92246,4
3049,92247,3
3050,92248,4
3051,92249,3
3052,92250,3
3053,92251,3
3054,92252,3
3055,92253,2
3056,92254,3
3057,92255,2
3058,92256,3
3059,92257,4
3060,92258,3
3061,92259,2
3062,92260,3
3063,92261,3
3064,92262,3
3065,92263,3
3066,92264,4
3067,92265,2
3068,92266,3
3069,92267,3
3070,92268,3
3071,92269,3
3072,92270,4
3073,92271,2
3074,92272,3
3075,92273,3
3076,92274,3
3077,92275,3
3078,92276,3
3079,92277,2
3080,92278,4
3081,92279,3
3082,92280,4
3083,92281,4
3084,92282,3
3085,92283,4
3086,92284,3
3087,92285,3
3088,92286,3
3089,92287,3
3090,92288,3
3091,92289,3
3092,92290,3
3093,92291,2
3094,92292,4
3095,92293,3
3096,92294,4
3097,92295,3
3098,92296,4
3099,92297,4
3100,92298,3
3101,92299,3
3102,92300,4
3103,92301,3
3104,92302,3
3105,92303,4
3106,92304,4
3107,92305,4
3108,92306,3
3109,92307,4
3110,92308,3
3111,92309,2
3112,92310,3
3113,92311,4
3114,92312,3
3115,92313,4
3116,92314,3
3117,92315,4
3118,92316,3
3119,92317,3
3120,92318,3
3121,92319,3
3122,92320,3
3123,92321,3
3124,92322,4
3125,92323,3
3126,92324,3
3127,92325,3
3128,92326,4
3129,92327,4
3130,92328,4
3131,92329,4
3132,92330,3
3133,92331,3
3134,92332,3
3135,92333,2
3136,92334,3
3137,92335,3
3138,92336,4
3139,92337,3
3140,92338,4
3141,92339,4
3142,92340,3
3143,92341,4
3144,92342,3
3145,92343,2
3146,92344,4
3147,92345,3
3148,92346,2
3149,92347,3
3150,92348,3
3151,92349,4
3152,92350,4
3153,92351,4
3154,92352,3
3155,92353,4
3156,92354,2
3157,92355,3
3158,92356,4
3159,92357,3
3160,92358,3
3161,92359,3
3162,92360,4
3163,92361,3
3164,92362,3
3165,92363,2
3166,92364,4
3167,92365,2
3168,92366,3
3169,92367,3
3170,92368,4
3171,92369,4
3172,92370,3
3173,92371,4
3174,92372,3
3175,92373,4
3176,92374,4
3177,92375,4
3178,92376,3
3179,92377,3
3180,92378,4
3181,92379,2
3182,92380,3
3183,92381,4
3184,92382,3
3185,92383,4
3186,92384,3
3187,92385,3
3188,92386,2
3189,92387,3
3190,92388,3
3191,92389,3
3192,92390,4
3193,92391,3
3194,92392,3
3195,92393,4
3196,92394,2
3197,92395,3
3198,92396,3
3199,92397,3
3200,92398,3
3201,92399,3
3202,92400,2
3203,92401,3
3204,92402,3
3205,92403,3
3206,92404,4
3207,92405,3
3208,92406,3
3209,92407,3
3210,92408,3
3211,92409,3
3212,92410,3
3213,92411,3
3214,92412,4
3215,92413,2
3216,92414,3
3217,92415,3
3218,92416,2
3219,92417,3
3220,92418,2
3221,92419,3
3222,92420,4
3223,92421,2
3224,92422,3
3225,92423,4
3226,92424,3
3227,92425,3
3228,92426,4
3229,92427,2
3230,92428,3
3231,92429,3
3232,92430,4
3233,92431,4
3234,92432,3
3235,92433,3
3236,92434,4
3237,92435,3
3238,92436,4
3239,92437,2
3240,92438,3
3241,92439,4
3242,92440,4
3243,92441,4
3244,92442,4
3245,92443,2
3246,92444,3
3247,92445,3
3248,92446,3
3249,92447,3
3250,92448,2
3251,92449,3
3252,92450,3
3253,92451,3
3254,92452,3
3255,92453,3
3256,92454,3
3257,92455,2
3258,92456,2
3259,92457,3
3260,92458,3
3261,92459,4
3262,92460,3
3263,92461,3
3264,92462,3
3265,92463,4
3266,92464,4
3267,92465,4
3268,92466,2
3269,92467,4
3270,92468,3
3271,92469,3
3272,92470,4
3273,92471,4
3274,92472,3
3275,92473,2
3276,92474,4
3277,92475,3
3278,92476,3
3279,92477,3
3280,92478,3
3281,92479,4
3282,92480,4
3283,92481,4
3284,92482,4
3285,92483,4
3286,92484,3
3287,92485,2
3288,92486,3
3289,92487,3
3290,92488,3
3291,92489,3
3292,92490,3
3293,92491,3
3294,92492,3
3295,92493,4
3296,92494,3
3297,92495,3
3298,92496,3
3299,92497,4
3300,92498,2
3301,92499,4
3302,92500,4
3303,92501,3
3304,92502,3
3305,92503,2
3306,92504,3
3307,92505,3
3308,92506,3
3309,92507,3
3310,92508,4
3311,92509,3
3312,92510,4
3313,92511,3
3314,92512,4
3315,92513,3
3316,92514,3
3317,92515,3
3318,92516,3
3319,92517,3
3320,92518,4
3321,92519,2
3322,92520,4
3323,92521,2
3324,92522,4
3325,92523,3
3326,92524,3
3327,92525,3
3328,92526,4
3329,92527,4
3330,92528,3
3331,92529,3
3332,92530,3
3333,92531,3
3334,92532,3
3335,92533,4
3336,92534,4
3337,92535,3
3338,92536,4
3339,92537,2
3340,92538,4
3341,92539,3
3342,92540,3
3343,92541,3
3344,92542,3
3345,92543,4
3346,92544,4
3347,92545,4
3348,92546,4
3349,92547,2
3350,92548,4
3351,92549,3
3352,92550,4
3353,92551,3
3354,92552,3
3355,92553,4
3356,92554,3
3357,92555,3
3358,92556,3
3359,92557,4
3360,92558,4
3361,92559,4
3362,92560,3
3363,92561,2
3364,92562,4
3365,92563,3
3366,92564,4
3367,92565,3
3368,92566,2
3369,92567,3
3370,92568,4
3371,92569,3
3372,92570,3
3373,92571,4
3374,92572,3
3375,92573,4
3376,92574,3
3377,92575,4
3378,92576,3
3379,92577,3
3380,92578,2
3381,92579,4
3382,92580,2
3383,92581,3
3384,92582,3
3385,92583,3
3386,92584,3
3387,92585,2
3388,92586,3
3389,92587,3
3390,92588,3
3391,92589,2
3392,92590,2
3393,92591,3
3394,92592,3
3395,92593,2
3396,92594,4
3397,92595,2
3398,92596,3
3399,92597,4
3400,92598,3
3401,92599,2
3402,92600,4
3403,92601,3
3404,92602,3
3405,92603,3
3406,92604,3
3407,92605,3
3408,92606,4
3409,92607,3
3410,92608,4
3411,92609,3
3412,92610,3
3413,92611,3
3414,92612,3
3415,92613,3
3416,92614,4
3417,92615,3
3418,92616,3
3419,92617,4
3420,92618,4
3421,92619,2
3422,92620,3
3423,92621,4
3424,92622,3
3425,92623,3
3426,92624,4
3427,92625,2
3428,92626,3
3429,92627,3
3430,92628,2
3431,92629,4
3432,92630,2
3433,92631,2
3434,92632,4
3435,92633,4
3436,92634,3
3437,92635,4
3438,92636,3
3439,92637,4
3440,92638,3
3441,92639,3
3442,92640,3
3443,92641,3
3444,92642,4
3445,92643,3
3446,92644,2
3447,92645,4
3448,92646,3
3449,92647,3
3450,92648,3
3451,92649,3
3452,92650,3
3453,92651,3
3454,92652,3
3455,92653,4
3456,92654,3
3457,92655,3
3458,92656,2
3459,92657,3
3460,92658,4
3461,92659,3
3462,92660,4
3463,92661,3
3464,92662,4
3465,92663,3
3466,92664,3
3467,92665,4
3468,92666,3
3469,92667,4
3470,92668,3
3471,92669,3
3472,92670,3
3473,92671,4
3474,92672,3
3475,92673,3
3476,92674,3
3477,92675,3
3478,92676,4
3479,92677,4
3480,92678,3
3481,92679,3
3482,92680,4
3483,92681,2
3484,92682,3
3485,92683,4
3486,92684,3
3487,92685,3
3488,92686,4
3489,92687,3
3490,92688,3
3491,92689,3
3492,92690,3
3493,92691,3
3494,92692,2
3495,92693,4
3496,92694,3
3497,92695,3
3498,92696,3
3499,92697,3
3500,92698,4
3501,92699,3
3502,92700,4
3503,92701,3
3504,92702,3
3505,92703,3
3506,92704,3
3507,92705,3
3508,92706,4
3509,92707,3
3510,92708,3
3511,92709,3
3512,92710,3
3513,92711,4
3514,92712,4
3515,92713,3
3516,92714,3
3517,92715,2
3518,92716,4
3519,92717,3
3520,92718,4
3521,92719,2
3522,92720,4
3523,92721,4
3524,92722,4
3525,92723,4
3526,92724,3
3527,92725,3
3528,92726,4
3529,92727,3
3530,92728,3
3531,92729,4
3532,92730,3
3533,92731,2
3534,92732,3
3535,92733,3
3536,92734,4
3537,92735,2
3538,92736,3
3539,92737,3
3540,92738,2
3541,92739,3
3542,92740,3
3543,92741,3
3544,92742,2
3545,92743,4
3546,92744,3
3547,92745,3
3548,92746,4
3549,92747,4
3550,92748,3
3551,92749,4
3552,92750,3
3553,92751,1
3554,92752,3
3555,92753,3
3556,92754,3
3557,92755,4
3558,92756,4
3559,92757,4
3560,92758,3
3561,92759,4
3562,92760,3
3563,92761,4
3564,92762,3
3565,92763,3
3566,92764,4
3567,92765,3
3568,92766,3
3569,92767,3
3570,92768,4
3571,92769,4
3572,92770,4
3573,92771,3
3574,92772,4
3575,92773,4
3576,92774,4
3577,92775,3
3578,92776,4
3579,92777,3
3580,92778,4
3581,92779,3
3582,92780,3
3583,92781,4
3584,92782,4
3585,92783,2
3586,92784,3
3587,92785,4
3588,92786,2
3589,92787,3
3590,92788,3
3591,92789,3
3592,92790,4
3593,92791,3
3594,92792,3
3595,92793,3
3596,92794,4
3597,92795,3
3598,92796,4
3599,92797,2
3600,92798,3
3601,92799,3
3602,92800,3
3603,92801,3
3604,92802,4
3605,92803,2
3606,92804,4
3607,92805,4
3608,92806,4
3609,92807,3
3610,92808,3
3611,92809,3
3612,92810,4
3613,92811,4
3614,92812,3
3615,92813,3
3616,92814,3
3617,92815,2
3618,92816,3
3619,92817,3
