,row_id,user_id,category_id,video_id,age,followers,views,gender_Female,gender_Male,profession_Other,profession_Student,profession_Working Professional,engagement_score
2206,91404,151,25,62,39,240,317,0,1,1,0,0,3
2207,91405,4135,11,40,46,250,180,1,0,0,0,1,3
2208,91406,8879,34,115,35,230,840,1,0,1,0,0,2
2209,91407,12201,5,87,22,240,229,1,0,1,0,0,3
2210,91408,20566,34,94,14,230,840,0,1,0,1,0,4
2211,91409,21523,5,109,29,240,229,0,1,1,0,0,3
2212,91410,6804,15,33,25,340,662,0,1,0,1,0,3
2213,91411,10847,31,85,15,230,156,0,1,0,1,0,4
2214,91412,13101,34,94,34,230,840,1,0,0,0,1,1
2215,91413,10156,9,142,12,230,819,0,1,0,1,0,4
2216,91414,9963,4,99,36,230,781,0,1,1,0,0,3
2217,91415,9012,31,86,20,230,156,0,1,0,1,0,4
2218,91416,15101,8,74,21,280,628,0,1,1,0,0,3
2219,91417,3850,25,139,19,240,317,0,1,0,1,0,4
2220,91418,13973,18,59,23,180,444,0,1,0,0,1,3
2221,91419,9263,16,97,23,270,462,0,1,0,1,0,4
2222,91420,12427,25,139,37,240,317,0,1,1,0,0,3
2223,91421,9848,11,23,19,250,180,0,1,0,1,0,4
2224,91422,17543,31,152,41,230,156,1,0,0,0,1,3
2225,91423,14907,25,138,38,240,317,1,0,1,0,0,3
2226,91424,10114,5,73,53,240,229,0,1,0,0,1,3
2227,91425,9503,1,1,29,360,990,0,1,0,1,0,4
2228,91426,23217,34,94,33,230,840,1,0,0,0,1,2
2229,91427,10259,7,14,36,160,467,0,1,0,0,1,3
2230,91428,27692,32,133,26,330,714,0,1,1,0,0,3
2231,91429,6157,4,64,41,230,781,0,1,0,0,1,3
2232,91430,417,12,162,21,180,138,0,1,0,1,0,4
2233,91431,17432,19,121,18,230,369,1,0,0,1,0,3
2234,91432,21992,34,114,18,230,840,1,0,0,1,0,2
2235,91433,2760,4,64,35,230,781,1,0,1,0,0,3
2236,91434,21509,8,16,13,280,628,0,1,0,1,0,4
2237,91435,25900,19,46,27,230,369,0,1,0,0,1,3
2238,91436,21381,19,44,14,230,369,1,0,0,1,0,2
2239,91437,6925,11,41,15,250,180,1,0,0,1,0,4
2240,91438,7312,25,139,31,240,317,0,1,0,0,1,3
2241,91439,15645,34,96,12,230,840,1,0,0,1,0,2
2242,91440,3497,12,162,13,180,138,0,1,0,1,0,4
2243,91441,13322,12,42,35,180,138,0,1,0,0,1,3
2244,91442,22329,5,10,34,240,229,0,1,1,0,0,3
2245,91443,24188,4,64,23,230,781,1,0,0,1,0,3
2246,91444,23603,5,154,28,240,229,0,1,1,0,0,3
2247,91445,23136,25,62,35,240,317,1,0,1,0,0,3
2248,91446,17616,34,95,12,230,840,1,0,0,1,0,2
2249,91447,5701,4,8,17,230,781,1,0,0,1,0,2
2250,91448,7969,19,44,28,230,369,0,1,1,0,0,3
2251,91449,9316,19,45,32,230,369,1,0,0,0,1,3
2252,91450,16431,18,58,22,180,444,1,0,0,1,0,2
2253,91451,18224,5,87,37,240,229,0,1,1,0,0,3
2254,91452,5657,19,44,22,230,369,0,1,0,1,0,4
2255,91453,6005,11,66,18,250,180,0,1,0,1,0,4
2256,91454,5883,12,162,19,180,138,0,1,0,1,0,4
2257,91455,10332,4,64,16,230,781,0,1,0,1,0,4
2258,91456,11852,21,122,38,320,909,1,0,1,0,0,3
2259,91457,20859,19,121,30,230,369,1,0,1,0,0,3
2260,91458,17008,32,145,40,330,714,0,1,0,0,1,3
2261,91459,25501,8,39,30,280,628,0,1,1,0,0,3
2262,91460,26483,8,101,38,280,628,1,0,1,0,0,3
2263,91461,24608,31,152,18,230,156,0,1,0,0,1,3
2264,91462,21320,19,1,13,230,369,1,0,0,1,0,2
2265,91463,1313,25,61,12,240,317,1,0,0,1,0,2
2266,91464,22463,4,64,36,230,781,0,1,1,0,0,3
2267,91465,14021,15,113,32,340,662,0,1,0,0,1,3
2268,91466,27150,19,144,19,230,369,0,1,0,0,1,3
2269,91467,2384,34,95,24,230,840,1,0,0,0,1,3
2270,91468,12187,21,123,24,320,909,0,1,0,0,1,3
2271,91469,10836,25,61,13,240,317,1,0,0,1,0,2
2272,91470,16377,34,95,13,230,840,0,1,0,1,0,4
2273,91471,19629,32,145,35,330,714,1,0,1,0,0,2
2274,91472,20995,5,109,32,240,229,1,0,1,0,0,3
2275,91473,13079,16,97,31,270,462,0,1,1,0,0,3
2276,91474,22732,8,125,18,280,628,0,1,0,1,0,3
2277,91475,20101,21,123,15,320,909,0,1,0,1,0,3
2278,91476,13515,31,152,29,230,156,1,0,0,1,0,4
2279,91477,18283,25,138,33,240,317,1,0,1,0,0,3
2280,91478,4192,11,77,32,250,180,0,1,1,0,0,3
2281,91479,19820,5,70,15,240,229,0,1,0,1,0,4
2282,91480,26326,13,26,21,340,628,0,1,0,1,0,4
2283,91481,14711,7,13,26,160,467,1,0,0,0,1,3
2284,91482,18062,19,121,42,230,369,1,0,0,0,1,3
2285,91483,9712,5,9,38,240,229,0,1,0,0,1,3
2286,91484,10802,5,154,38,240,229,0,1,0,0,1,3
2287,91485,24620,5,9,25,240,229,1,0,0,1,0,3
2288,91486,25893,5,87,33,240,229,1,0,1,0,0,3
2289,91487,14725,16,35,41,270,462,0,1,1,0,0,3
2290,91488,6820,34,95,15,230,840,1,0,0,1,0,2
2291,91489,5401,11,41,23,250,180,1,0,1,0,0,3
2292,91490,17911,9,19,19,230,819,0,1,0,1,0,4
2293,91491,10595,19,121,19,230,369,0,1,0,1,0,4
2294,91492,21690,4,64,34,230,781,1,0,1,0,0,2
2295,91493,14870,25,62,31,240,317,1,0,1,0,0,3
2296,91494,11652,16,137,31,270,462,1,0,1,0,0,3
2297,91495,8957,5,172,16,240,229,0,1,0,1,0,4
2298,91496,13389,4,6,12,230,781,0,1,0,1,0,4
2299,91497,15905,25,140,25,240,317,1,0,0,0,1,3
2300,91498,5186,11,23,27,250,180,1,0,1,0,0,3
2301,91499,4676,16,34,13,270,462,1,0,0,1,0,4
2302,91500,1690,5,9,44,240,229,0,1,0,0,1,3
2303,91501,13026,19,144,17,230,369,0,1,0,1,0,4
2304,91502,26811,4,8,15,230,781,1,0,0,1,0,2
2305,91503,1063,8,39,16,280,628,1,0,0,1,0,2
2306,91504,13888,25,138,23,240,317,0,1,0,1,0,4
2307,91505,21254,25,62,40,240,317,0,1,0,0,1,3
2308,91506,1479,8,125,14,280,628,1,0,0,1,0,2
2309,91507,8847,31,86,40,230,156,0,1,0,0,1,3
2310,91508,5930,34,94,18,230,840,0,1,0,1,0,4
2311,91509,19203,12,42,24,180,138,0,1,1,0,0,3
2312,91510,9991,5,55,31,240,229,1,0,0,0,1,3
2313,91511,8702,12,88,18,180,138,0,1,0,1,0,4
2314,91512,11619,4,99,55,230,781,0,1,0,0,1,3
2315,91513,26359,19,1,19,230,369,1,0,0,1,0,4
2316,91514,7139,12,42,31,180,138,0,1,1,0,0,3
2317,91515,25878,16,97,28,270,462,0,1,1,0,0,3
2318,91516,22970,16,34,18,270,462,1,0,0,1,0,3
2319,91517,11163,5,9,21,240,229,0,1,0,1,0,4
2320,91518,6753,19,1,27,230,369,0,1,0,1,0,4
2321,91519,1570,8,101,20,280,628,1,0,0,1,0,3
2322,91520,12762,7,14,45,160,467,1,0,0,0,1,3
2323,91521,7919,32,92,20,330,714,0,1,0,1,0,4
2324,91522,21149,31,160,25,230,156,0,1,0,1,0,4
2325,91523,8862,12,88,11,180,138,0,1,0,1,0,4
2326,91524,16099,8,110,39,280,628,0,1,0,0,1,3
2327,91525,13551,25,61,22,240,317,1,0,0,1,0,2
2328,91526,21227,16,137,12,270,462,1,0,0,1,0,2
2329,91527,16455,13,26,17,340,628,1,0,0,1,0,3
2330,91528,12510,8,110,32,280,628,0,1,1,0,0,3
2331,91529,10630,8,17,36,280,628,0,1,1,0,0,3
2332,91530,21958,16,35,15,270,462,1,0,0,1,0,3
2333,91531,7992,34,96,17,230,840,1,0,0,1,0,2
2334,91532,15721,12,30,12,180,138,1,0,0,1,0,4
2335,91533,14770,11,41,20,250,180,1,0,0,1,0,4
2336,91534,3861,10,20,33,210,44,1,0,1,0,0,3
2337,91535,27460,8,17,32,280,628,1,0,1,0,0,3
2338,91536,14964,31,85,43,230,156,0,1,0,0,1,3
2339,91537,7106,32,92,21,330,714,0,1,0,0,1,3
2340,91538,23334,31,153,20,230,156,0,1,0,1,0,4
2341,91539,12903,8,74,19,280,628,0,1,0,1,0,4
2342,91540,5914,42,134,34,290,689,1,0,0,0,1,3
2343,91541,13730,11,41,11,250,180,1,0,0,1,0,4
2344,91542,25311,11,40,19,250,180,0,1,0,1,0,4
2345,91543,1174,8,100,31,280,628,0,1,1,0,0,3
2346,91544,4438,34,114,30,230,840,1,0,1,0,0,2
2347,91545,16465,8,100,21,280,628,1,0,0,1,0,3
2348,91546,1680,16,137,26,270,462,0,1,1,0,0,3
2349,91547,10484,11,41,50,250,180,1,0,0,0,1,3
2350,91548,6232,7,28,31,160,467,0,1,1,0,0,3
2351,91549,9308,18,59,22,180,444,1,0,0,1,0,2
2352,91550,17947,42,136,18,290,689,0,1,0,0,1,3
2353,91551,6006,32,145,19,330,714,0,1,0,1,0,4
2354,91552,4905,5,89,35,240,229,1,0,0,0,1,3
2355,91553,14457,8,74,20,280,628,1,0,0,1,0,3
2356,91554,4182,19,144,33,230,369,1,0,1,0,0,3
2357,91555,8863,11,22,14,250,180,1,0,0,1,0,4
2358,91556,7371,19,44,29,230,369,0,1,1,0,0,3
2359,91557,22059,8,67,37,280,628,1,0,1,0,0,3
2360,91558,22066,5,70,14,240,229,1,0,0,1,0,3
2361,91559,18268,25,61,36,240,317,0,1,1,0,0,3
2362,91560,24183,8,110,31,280,628,0,1,1,0,0,3
2363,91561,1369,32,145,20,330,714,1,0,1,0,0,2
2364,91562,14682,8,125,33,280,628,0,1,1,0,0,3
2365,91563,9010,5,90,43,240,229,0,1,0,0,1,3
2366,91564,13901,19,1,21,230,369,1,0,0,0,1,2
2367,91565,14609,5,54,26,240,229,0,1,0,0,1,3
2368,91566,19650,34,115,20,230,840,0,1,0,0,1,3
2369,91567,13824,8,101,16,280,628,1,0,0,1,0,3
2370,91568,15792,25,140,19,240,317,0,1,0,1,0,4
2371,91569,12751,19,44,23,230,369,0,1,0,1,0,4
2372,91570,19031,4,64,25,230,781,1,0,1,0,0,2
2373,91571,4467,11,66,12,250,180,0,1,0,1,0,3
2374,91572,24640,5,87,28,240,229,0,1,0,0,1,3
2375,91573,12636,21,122,17,320,909,0,1,0,1,0,3
2376,91574,26583,31,153,17,230,156,0,1,0,1,0,4
2377,91575,6709,5,10,29,240,229,0,1,1,0,0,3
2378,91576,12836,34,115,28,230,840,0,1,1,0,0,3
2379,91577,1020,5,10,12,240,229,1,0,0,1,0,4
2380,91578,4459,5,119,30,240,229,1,0,1,0,0,3
2381,91579,27053,12,42,21,180,138,1,0,0,1,0,4
2382,91580,5936,16,97,19,270,462,1,0,0,1,0,4
2383,91581,27340,31,152,26,230,156,0,1,1,0,0,3
2384,91582,1842,10,20,32,210,44,0,1,0,0,1,3
2385,91583,25237,31,151,12,230,156,1,0,0,1,0,4
2386,91584,15711,42,135,19,290,689,0,1,0,1,0,3
2387,91585,27137,25,62,16,240,317,0,1,0,1,0,4
2388,91586,18494,8,125,13,280,628,1,0,0,1,0,2
2389,91587,8778,34,96,27,230,840,1,0,0,0,1,1
2390,91588,21388,11,77,16,250,180,0,1,0,1,0,4
2391,91589,10029,16,34,43,270,462,1,0,1,0,0,3
2392,91590,11051,34,94,16,230,840,1,0,0,1,0,2
2393,91591,4389,16,34,35,270,462,0,1,1,0,0,3
2394,91592,1072,16,98,55,270,462,1,0,0,0,1,3
2395,91593,14188,12,162,13,180,138,0,1,0,1,0,4
2396,91594,6736,11,23,38,250,180,0,1,1,0,0,3
2397,91595,14754,5,90,18,240,229,0,1,0,0,1,3
2398,91596,13436,19,46,30,230,369,0,1,1,0,0,3
2399,91597,15143,31,105,14,230,156,1,0,0,1,0,4
2400,91598,2802,5,91,17,240,229,1,0,0,1,0,4
2401,91599,10219,34,94,26,230,840,0,1,0,1,0,3
2402,91600,7450,25,62,25,240,317,0,1,0,0,1,3
2403,91601,5099,5,158,19,240,229,1,0,0,1,0,3
2404,91602,6286,4,6,19,230,781,1,0,0,1,0,2
2405,91603,14690,19,44,17,230,369,1,0,0,1,0,2
2406,91604,8022,13,29,35,340,628,1,0,1,0,0,2
2407,91605,10755,42,136,35,290,689,0,1,0,0,1,3
2408,91606,11127,5,87,33,240,229,1,0,1,0,0,3
2409,91607,1467,31,105,15,230,156,0,1,0,1,0,4
2410,91608,7744,16,137,22,270,462,1,0,0,1,0,4
2411,91609,7794,16,97,24,270,462,1,0,0,1,0,4
2412,91610,5606,42,135,39,290,689,0,1,1,0,0,3
2413,91611,22266,19,46,17,230,369,1,0,0,1,0,2
2414,91612,4079,5,80,30,240,229,0,1,1,0,0,3
2415,91613,3813,5,72,14,240,229,0,1,0,1,0,4
2416,91614,13797,34,96,21,230,840,1,0,0,1,0,2
2417,91615,14599,16,34,14,270,462,1,0,0,1,0,4
2418,91616,23941,42,136,19,290,689,1,0,0,1,0,3
2419,91617,4601,5,154,21,240,229,1,0,0,1,0,3
2420,91618,13004,8,74,19,280,628,1,0,0,1,0,3
2421,91619,4761,32,145,28,330,714,0,1,1,0,0,3
2422,91620,11210,19,44,28,230,369,0,1,1,0,0,3
2423,91621,22519,25,138,31,240,317,0,1,1,0,0,3
2424,91622,22032,5,154,29,240,229,0,1,0,0,1,3
2425,91623,22897,4,8,40,230,781,1,0,1,0,0,2
2426,91624,7166,8,101,21,280,628,1,0,0,1,0,3
2427,91625,19157,5,79,14,240,229,0,1,0,1,0,4
2428,91626,3998,32,92,22,330,714,1,0,0,1,0,4
2429,91627,9188,19,144,34,230,369,0,1,1,0,0,3
2430,91628,13180,25,61,16,240,317,0,1,0,1,0,4
2431,91629,14883,11,23,43,250,180,0,1,0,0,1,3
2432,91630,13446,25,61,15,240,317,0,1,0,1,0,4
2433,91631,6094,34,114,24,230,840,1,0,0,0,1,1
2434,91632,18151,11,66,33,250,180,1,0,0,0,1,3
2435,91633,969,16,35,25,270,462,0,1,0,1,0,4
2436,91634,4157,8,74,16,280,628,1,0,0,1,0,3
2437,91635,19764,12,162,19,180,138,0,1,0,1,0,4
2438,91636,13535,34,95,17,230,840,1,0,0,1,0,2
2439,91637,12184,8,146,16,280,628,1,0,0,1,0,4
2440,91638,22444,7,28,22,160,467,0,1,0,1,0,4
2441,91639,11039,8,74,19,280,628,0,1,0,1,0,4
2442,91640,10673,8,100,13,280,628,1,0,0,1,0,3
2443,91641,27342,19,46,39,230,369,1,0,0,0,1,3
2444,91642,19979,8,125,20,280,628,1,0,0,1,0,3
2445,91643,6863,4,99,34,230,781,1,0,1,0,0,3
2446,91644,15659,5,109,21,240,229,1,0,0,1,0,4
2447,91645,968,8,100,35,280,628,1,0,0,0,1,3
2448,91646,8131,25,62,16,240,317,1,0,0,1,0,2
2449,91647,8880,8,100,32,280,628,0,1,0,0,1,3
2450,91648,23661,18,58,18,180,444,1,0,0,1,0,2
2451,91649,1657,13,29,49,340,628,1,0,0,0,1,2
2452,91650,15433,18,58,19,180,444,1,0,0,1,0,2
2453,91651,17766,8,16,29,280,628,0,1,1,0,0,3
2454,91652,8155,31,160,27,230,156,0,1,1,0,0,3
2455,91653,24880,34,96,37,230,840,0,1,0,0,1,3
2456,91654,24627,31,105,11,230,156,0,1,0,1,0,4
2457,91655,15428,19,44,29,230,369,0,1,0,0,1,3
2458,91656,23351,4,64,28,230,781,1,0,0,0,1,3
2459,91657,24801,16,137,20,270,462,1,0,0,1,0,3
2460,91658,25914,32,92,27,330,714,0,1,0,0,1,3
2461,91659,24709,31,153,12,230,156,1,0,0,1,0,4
2462,91660,3004,8,101,14,280,628,0,1,0,1,0,4
2463,91661,26090,11,41,20,250,180,0,1,0,1,0,4
2464,91662,2490,31,152,17,230,156,0,1,0,1,0,4
2465,91663,24717,31,86,25,230,156,1,0,0,0,1,3
2466,91664,20949,25,61,24,240,317,1,0,0,1,0,2
2467,91665,27635,8,101,35,280,628,1,0,1,0,0,3
2468,91666,14003,19,144,33,230,369,1,0,1,0,0,3
2469,91667,25421,4,7,17,230,781,1,0,0,1,0,2
2470,91668,27526,8,101,24,280,628,0,1,0,0,1,3
2471,91669,17011,5,172,19,240,229,1,0,0,1,0,2
2472,91670,23723,5,87,30,240,229,1,0,1,0,0,3
2473,91671,9757,16,98,31,270,462,0,1,0,0,1,3
2474,91672,5919,21,122,17,320,909,1,0,0,1,0,2
2475,91673,26244,12,30,33,180,138,0,1,0,0,1,3
2476,91674,2391,29,156,16,260,52,0,1,0,1,0,3
2477,91675,11760,16,98,27,270,462,0,1,1,0,0,3
2478,91676,20467,5,9,17,240,229,1,0,0,1,0,3
2479,91677,25353,16,97,17,270,462,1,0,0,1,0,3
2480,91678,18116,16,98,29,270,462,1,0,1,0,0,3
2481,91679,25697,11,41,23,250,180,1,0,0,1,0,3
2482,91680,25766,32,92,20,330,714,0,1,0,1,0,3
2483,91681,24162,4,8,27,230,781,1,0,0,1,0,2
2484,91682,24868,16,34,33,270,462,1,0,1,0,0,3
2485,91683,1847,19,45,31,230,369,1,0,0,0,1,3
2486,91684,10097,8,146,12,280,628,0,1,0,1,0,4
2487,91685,26606,5,72,47,240,229,0,1,1,0,0,3
2488,91686,14527,8,74,36,280,628,0,1,1,0,0,3
2489,91687,2744,5,155,19,240,229,0,1,0,1,0,4
2490,91688,5722,34,95,19,230,840,1,0,0,0,1,3
2491,91689,25746,5,161,19,240,229,0,1,0,1,0,4
2492,91690,3044,8,17,18,280,628,0,1,0,1,0,4
2493,91691,13127,19,1,33,230,369,1,0,1,0,0,3
2494,91692,15438,25,62,28,240,317,0,1,0,0,1,3
2495,91693,27721,11,41,31,250,180,0,1,1,0,0,3
2496,91694,20554,11,41,36,250,180,0,1,1,0,0,3
2497,91695,4377,19,45,27,230,369,1,0,0,0,1,3
2498,91696,11400,5,109,42,240,229,0,1,1,0,0,3
2499,91697,24643,16,137,17,270,462,1,0,0,1,0,3
2500,91698,1342,5,87,29,240,229,1,0,1,0,0,3
2501,91699,10239,4,64,36,230,781,1,0,0,0,1,2
2502,91700,3731,32,133,23,330,714,1,0,0,1,0,2
2503,91701,20438,4,8,34,230,781,0,1,1,0,0,3
2504,91702,22997,5,56,35,240,229,0,1,1,0,0,3
2505,91703,22859,7,28,18,160,467,0,1,0,1,0,3
2506,91704,19979,11,77,20,250,180,1,0,0,1,0,3
2507,91705,14751,8,146,23,280,628,0,1,0,1,0,4
2508,91706,14511,31,151,30,230,156,1,0,1,0,0,3
2509,91707,10341,5,9,16,240,229,0,1,0,1,0,4
2510,91708,10284,31,85,17,230,156,1,0,0,1,0,4
2511,91709,15510,12,88,48,180,138,1,0,1,0,0,3
2512,91710,2563,8,39,18,280,628,0,1,0,1,0,4
2513,91711,3145,12,25,18,180,138,0,1,0,0,1,3
2514,91712,2554,18,43,40,180,444,1,0,1,0,0,3
2515,91713,26853,8,100,24,280,628,0,1,1,0,0,3
2516,91714,20131,25,61,42,240,317,1,0,0,0,1,3
2517,91715,19382,7,14,40,160,467,0,1,1,0,0,3
2518,91716,18163,29,82,37,260,52,0,1,1,0,0,3
2519,91717,21507,5,69,12,240,229,0,1,0,1,0,4
2520,91718,18009,8,74,33,280,628,1,0,1,0,0,3
2521,91719,7595,13,29,39,340,628,1,0,1,0,0,3
2522,91720,19564,12,162,20,180,138,0,1,0,1,0,4
2523,91721,373,21,143,15,320,909,1,0,0,1,0,2
2524,91722,18792,5,172,22,240,229,0,1,0,1,0,4
2525,91723,11887,8,17,13,280,628,1,0,0,1,0,4
2526,91724,24471,34,96,17,230,840,1,0,0,1,0,2
2527,91725,3357,8,110,27,280,628,1,0,0,0,1,3
2528,91726,15856,5,120,20,240,229,1,0,0,1,0,2
2529,91727,8955,19,1,29,230,369,1,0,1,0,0,3
2530,91728,6540,11,40,28,250,180,1,0,0,0,1,3
2531,91729,55,5,72,16,240,229,1,0,0,1,0,4
2532,91730,16791,5,109,19,240,229,0,1,0,1,0,4
2533,91731,3308,8,146,34,280,628,0,1,1,0,0,3
2534,91732,4820,31,153,17,230,156,1,0,0,1,0,4
2535,91733,27018,21,157,17,320,909,0,1,0,1,0,4
2536,91734,930,19,44,19,230,369,1,0,0,1,0,4
2537,91735,13137,11,77,35,250,180,1,0,1,0,0,3
2538,91736,15361,4,8,30,230,781,0,1,1,0,0,3
2539,91737,16205,13,29,15,340,628,0,1,0,1,0,4
2540,91738,21401,5,120,19,240,229,0,1,0,1,0,4
2541,91739,26351,12,24,35,180,138,0,1,1,0,0,3
2542,91740,20526,8,74,17,280,628,1,0,0,1,0,3
2543,91741,4086,8,101,28,280,628,1,0,1,0,0,3
2544,91742,8823,11,41,20,250,180,1,0,0,1,0,4
2545,91743,16599,12,42,18,180,138,0,1,0,1,0,4
2546,91744,11764,5,172,14,240,229,1,0,0,1,0,4
2547,91745,18822,32,145,37,330,714,0,1,1,0,0,3
2548,91746,3193,19,46,21,230,369,1,0,0,1,0,4
2549,91747,16966,18,58,14,180,444,1,0,0,1,0,2
2550,91748,20341,25,150,20,240,317,0,1,0,1,0,4
2551,91749,25514,12,30,28,180,138,0,1,1,0,0,3
2552,91750,6796,5,163,32,240,229,0,1,1,0,0,3
2553,91751,1865,31,160,12,230,156,0,1,0,1,0,4
2554,91752,16237,5,90,18,240,229,1,0,0,1,0,4
2555,91753,11023,15,32,18,340,662,0,1,0,1,0,4
2556,91754,17971,16,35,20,270,462,1,0,0,1,0,3
2557,91755,20158,12,162,19,180,138,0,1,0,1,0,4
2558,91756,9735,8,17,13,280,628,1,0,0,1,0,4
2559,91757,10572,21,123,31,320,909,0,1,0,0,1,3
2560,91758,26446,42,134,37,290,689,1,0,1,0,0,2
2561,91759,4875,34,96,37,230,840,1,0,0,0,1,1
2562,91760,22087,18,58,21,180,444,1,0,0,1,0,2
2563,91761,3451,12,24,20,180,138,1,0,0,1,0,4
2564,91762,20941,16,98,20,270,462,0,1,0,1,0,3
2565,91763,13625,19,45,10,230,369,1,0,0,1,0,2
2566,91764,19250,7,28,30,160,467,0,1,1,0,0,3
2567,91765,26703,31,85,25,230,156,1,0,0,1,0,3
2568,91766,6293,18,59,17,180,444,0,1,0,1,0,4
2569,91767,24128,19,144,21,230,369,1,0,0,1,0,2
2570,91768,25238,4,64,13,230,781,0,1,0,1,0,4
2571,91769,18994,19,44,46,230,369,1,0,0,0,1,3
2572,91770,1183,34,96,46,230,840,1,0,0,0,1,2
2573,91771,25542,34,114,31,230,840,1,0,1,0,0,2
2574,91772,5520,11,40,29,250,180,0,1,1,0,0,3
2575,91773,6673,34,95,30,230,840,0,1,1,0,0,3
2576,91774,5046,8,67,24,280,628,0,1,0,1,0,4
2577,91775,22500,8,100,36,280,628,0,1,1,0,0,3
2578,91776,7980,15,113,15,340,662,0,1,0,1,0,3
2579,91777,7180,34,95,14,230,840,0,1,0,1,0,4
2580,91778,8205,8,39,33,280,628,0,1,1,0,0,3
2581,91779,9223,12,88,20,180,138,0,1,0,1,0,4
2582,91780,24030,1,2,18,360,990,0,1,0,1,0,3
2583,91781,26033,32,92,18,330,714,1,0,0,1,0,3
2584,91782,26162,19,44,30,230,369,0,1,1,0,0,3
2585,91783,11124,12,42,16,180,138,0,1,0,1,0,4
2586,91784,18239,1,15,26,360,990,0,1,1,0,0,3
2587,91785,4706,15,113,27,340,662,1,0,0,0,1,3
2588,91786,10577,18,59,31,180,444,0,1,1,0,0,3
2589,91787,19760,12,25,40,180,138,1,0,0,0,1,3
2590,91788,22574,16,98,13,270,462,1,0,0,1,0,2
2591,91789,11895,5,9,30,240,229,0,1,0,0,1,3
2592,91790,12422,16,98,13,270,462,0,1,0,1,0,3
2593,91791,16631,25,62,17,240,317,1,0,0,1,0,2
2594,91792,22722,11,22,16,250,180,0,1,0,1,0,4
2595,91793,7795,4,7,18,230,781,0,1,0,1,0,4
2596,91794,14938,11,66,20,250,180,1,0,0,1,0,4
2597,91795,19464,11,22,15,250,180,0,1,0,1,0,4
2598,91796,24674,11,40,20,250,180,0,1,0,1,0,3
2599,91797,5191,25,139,38,240,317,0,1,1,0,0,3
2600,91798,2439,5,109,30,240,229,1,0,0,0,1,3
2601,91799,10700,32,132,14,330,714,1,0,0,1,0,2
2602,91800,2923,1,15,45,360,990,0,1,0,0,1,3
2603,91801,19285,4,7,39,230,781,1,0,1,0,0,2
2604,91802,19698,13,29,31,340,628,1,0,1,0,0,3
2605,91803,8773,5,9,32,240,229,0,1,1,0,0,3
2606,91804,14317,31,86,37,230,156,0,1,1,0,0,3
2607,91805,22685,42,136,18,290,689,0,1,0,1,0,3
2608,91806,12961,25,150,13,240,317,0,1,0,1,0,4
2609,91807,25571,1,1,22,360,990,1,0,1,0,0,2
2610,91808,10623,29,156,36,260,52,0,1,0,0,1,3
2611,91809,2865,8,16,20,280,628,0,1,0,1,0,4
2612,91810,19008,7,14,22,160,467,1,0,0,1,0,3
2613,91811,6835,5,161,19,240,229,0,1,0,1,0,4
2614,91812,8162,5,163,35,240,229,1,0,1,0,0,3
2615,91813,25813,5,89,15,240,229,1,0,0,1,0,3
2616,91814,15391,25,62,22,240,317,1,0,0,1,0,2
2617,91815,18976,13,26,20,340,628,0,1,0,1,0,3
2618,91816,10540,5,161,27,240,229,0,1,1,0,0,3
2619,91817,14684,11,40,41,250,180,0,1,0,0,1,3
2620,91818,15417,5,80,31,240,229,0,1,1,0,0,3
2621,91819,12757,12,42,26,180,138,1,0,0,1,0,4
2622,91820,1436,4,7,33,230,781,1,0,1,0,0,2
2623,91821,7511,9,142,30,230,819,1,0,1,0,0,3
2624,91822,1411,8,146,35,280,628,0,1,1,0,0,3
2625,91823,13997,18,58,27,180,444,1,0,1,0,0,3
2626,91824,8246,34,94,10,230,840,0,1,0,1,0,4
2627,91825,23525,5,10,36,240,229,0,1,1,0,0,3
2628,91826,16841,16,98,20,270,462,0,1,0,1,0,3
2629,91827,18867,34,95,38,230,840,1,0,0,0,1,3
2630,91828,15598,16,98,29,270,462,0,1,1,0,0,3
2631,91829,22827,19,45,28,230,369,0,1,1,0,0,3
2632,91830,13398,5,10,33,240,229,0,1,1,0,0,3
2633,91831,6408,16,97,33,270,462,0,1,0,0,1,3
2634,91832,24663,16,98,16,270,462,0,1,0,1,0,3
2635,91833,21513,25,138,23,240,317,1,0,1,0,0,3
2636,91834,21870,5,80,17,240,229,0,1,0,1,0,4
2637,91835,27282,42,135,25,290,689,1,0,1,0,0,2
2638,91836,20751,8,67,43,280,628,1,0,0,0,1,3
2639,91837,958,8,67,22,280,628,0,1,0,1,0,4
2640,91838,20811,4,8,30,230,781,0,1,1,0,0,3
2641,91839,2479,34,115,22,230,840,1,0,0,1,0,3
2642,91840,1370,15,33,27,340,662,0,1,1,0,0,3
2643,91841,1656,32,145,35,330,714,1,0,1,0,0,2
2644,91842,789,31,153,32,230,156,1,0,1,0,0,3
2645,91843,11856,16,34,31,270,462,0,1,0,0,1,3
2646,91844,22520,4,64,16,230,781,0,1,0,1,0,4
2647,91845,9590,11,66,15,250,180,1,0,0,1,0,4
2648,91846,19724,19,1,27,230,369,0,1,1,0,0,3
2649,91847,7118,5,80,32,240,229,1,0,1,0,0,3
2650,91848,2288,12,25,25,180,138,0,1,1,0,0,3
2651,91849,16859,16,34,28,270,462,0,1,1,0,0,3
2652,91850,1635,13,29,52,340,628,1,0,0,0,1,2
2653,91851,8209,11,66,18,250,180,0,1,0,1,0,4
2654,91852,27508,8,17,14,280,628,0,1,0,1,0,3
